DAN	9	26	0	H310	after
DAN	9	26	1	H8346	threescore
DAN	9	26	2	H8147	two
DAN	9	26	3	H7620	weeks
DAN	9	26	4	H4899	Messiah
DAN	9	26	5	H3772	off
DAN	9	26	6	H5971	people
DAN	9	26	7	H5057	prince
DAN	9	26	8	H935	come
DAN	9	26	9	H7843	destroy
DAN	9	26	10	H5892	city
DAN	9	26	11	H6944	sanctuary
DAN	9	26	12	H7093	end
DAN	9	26	13	H7858	flood
DAN	9	26	14	H7093	end
DAN	9	26	15	H4421	war
DAN	9	26	16	H8074	desolations
DAN	9	26	17	H2782	determined
DAN	9	27	0	H1396	confirm
DAN	9	27	1	H1285	covenant
DAN	9	27	2	H7227	many
DAN	9	27	3	H259	one
DAN	9	27	4	H7620	week
DAN	9	27	5	H2677	midst
DAN	9	27	6	H7620	week
DAN	9	27	7	H2077	sacrifice
DAN	9	27	8	H4503	oblation
DAN	9	27	9	H7673	cease
DAN	9	27	10	H3671	overspreading
DAN	9	27	11	H8251	abominations
DAN	9	27	12	H8074	desolate
DAN	9	27	13	H3617	consummation
DAN	9	27	14	H2782	determined
DAN	9	27	15	H5413	poured
DAN	9	27	16	H8074	desolate
DAN	10	1	0	H7969	third
DAN	10	1	1	H8141	year
DAN	10	1	2	H3566	Cyrus
DAN	10	1	3	H4428	king
DAN	10	1	4	H6539	Persia
DAN	10	1	5	H1697	thing
DAN	10	1	6	H1540	revealed
DAN	10	1	7	H1840	Daniel
DAN	10	1	8	H8034	name
DAN	10	1	9	H7121	called
DAN	10	1	10	H1095	Belteshazzar
DAN	10	1	11	H1697	thing
DAN	10	1	12	H571	true
DAN	10	1	13	H6635	appointed
DAN	10	1	14	H1419	long
DAN	10	1	15	H995	understood
DAN	10	1	16	H1697	thing
DAN	10	1	17	H998	understanding
DAN	10	1	18	H4758	vision
DAN	10	2	0	H3117	days
DAN	10	2	1	H1840	Daniel
DAN	10	2	2	H56	mourning
DAN	10	2	3	H7969	three
DAN	10	2	4	H3117	full
DAN	10	2	5	H7620	weeks
DAN	10	3	0	H398	ate
DAN	10	3	1	H2532	pleasant
DAN	10	3	2	H3899	bread
DAN	10	3	3	H935	came
DAN	10	3	4	H1320	flesh
DAN	10	3	5	H3196	wine
DAN	10	3	6	H6310	mouth
DAN	10	3	7	H5480	anoint all
DAN	10	3	8	H7969	three
DAN	10	3	9	H3117	whole
DAN	10	3	10	H7620	weeks
DAN	10	3	11	H4390	fulfilled
DAN	10	4	0	H702	four
DAN	10	4	1	H6242	twentieth
DAN	10	4	2	H3117	day
DAN	10	4	3	H7223	first
DAN	10	4	4	H2320	month
DAN	10	4	5	H3027	side
DAN	10	4	6	H1419	great
DAN	10	4	7	H5104	river
DAN	10	4	8	H2313	Hiddekel
DAN	10	5	0	H5375	up
DAN	10	5	1	H5869	eyes
DAN	10	5	2	H7200	looked
DAN	10	5	3	H259	certain
DAN	10	5	4	H376	man
DAN	10	5	5	H3847	clothed
DAN	10	5	6	H906	linen
DAN	10	5	7	H4975	loins
DAN	10	5	8	H2296	girded
DAN	10	5	9	H3800	gold
DAN	10	5	10	H210	Uphaz
DAN	10	6	0	H1472	body
DAN	10	6	1	H8658	beryl
DAN	10	6	2	H6440	face
DAN	10	6	3	H4758	appearance
DAN	10	6	4	H1300	lightning
DAN	10	6	5	H5869	eyes
DAN	10	6	6	H3940	lamps
DAN	10	6	7	H784	fire
DAN	10	6	8	H2220	arms
DAN	10	6	9	H4772	feet
DAN	10	6	10	H5869	colour
DAN	10	6	11	H7044	polished
DAN	10	6	12	H5178	brass
DAN	10	6	13	H6963	voice
DAN	10	6	14	H1697	words
DAN	10	6	15	H6963	voice
DAN	10	6	16	H1995	multitude
DAN	10	7	0	H1840	Daniel
DAN	10	7	1	H7200	saw
DAN	10	7	2	H4759	vision
DAN	10	7	3	H582	men
DAN	10	7	4	H7200	saw
DAN	10	7	5	H4759	vision
DAN	10	7	6	H61	but
DAN	10	7	7	H1419	great
DAN	10	7	8	H2731	quaking
DAN	10	7	9	H5307	fell
DAN	10	7	10	H1272	fled
DAN	10	7	11	H2244	hide
DAN	10	8	0	H7604	alone
DAN	10	8	1	H7200	saw
DAN	10	8	2	H1419	great
DAN	10	8	3	H4759	vision
DAN	10	8	4	H7604	remained
DAN	10	8	5	H3581	strength
DAN	10	8	6	H1935	comeliness
DAN	10	8	7	H2015	turned
DAN	10	8	8	H4889	corruption
DAN	10	8	9	H6113	retained
DAN	10	8	10	H3581	strength
DAN	10	9	0	H8085	heard
DAN	10	9	1	H6963	voice
DAN	10	9	2	H1697	words
DAN	10	9	3	H8085	heard
DAN	10	9	4	H6963	voice
DAN	10	9	5	H1697	words
DAN	10	9	6	H7290	sleep
DAN	10	9	7	H6440	face face
DAN	10	9	8	H776	ground
DAN	10	10	0	H3027	hand
DAN	10	10	1	H5060	touched
DAN	10	10	2	H5128	set
DAN	10	10	3	H1290	knees
DAN	10	10	4	H3709	palms
DAN	10	10	5	H3027	hands
DAN	10	11	0	H559	said
DAN	10	11	1	H1840	Daniel
DAN	10	11	2	H376	man
DAN	10	11	3	H2532	beloved
DAN	10	11	4	H995	understand
DAN	10	11	5	H1697	words
DAN	10	11	6	H1696	speak
DAN	10	11	7	H5975	stand
DAN	10	11	8	H5977	upright
DAN	10	11	9	H7971	sent
DAN	10	11	10	H1696	spoken
DAN	10	11	11	H1697	word
DAN	10	11	12	H5975	stood
DAN	10	11	13	H7460	trembling
DAN	10	12	0	H559	said
DAN	10	12	1	H3372	Fear
DAN	10	12	2	H1840	Daniel
DAN	10	12	3	H7223	first
DAN	10	12	4	H3117	day
DAN	10	12	5	H5414	set
DAN	10	12	6	H3820	heart
DAN	10	12	7	H995	understand
DAN	10	12	8	H6031	chasten
DAN	10	12	9	H6440	before
DAN	10	12	10	H430	God
DAN	10	12	11	H1697	words
DAN	10	12	12	H8085	heard
DAN	10	12	13	H935	come
DAN	10	12	14	H1697	words
DAN	10	13	0	H8269	prince
DAN	10	13	1	H4438	kingdom
DAN	10	13	2	H6539	Persia
DAN	10	13	3	H5975	withstood
DAN	10	13	4	H259	one
DAN	10	13	5	H6242	twenty
DAN	10	13	6	H3117	days
DAN	10	13	7	H4317	Michael
DAN	10	13	8	H259	one
DAN	10	13	9	H7223	chief
DAN	10	13	10	H8269	princes
DAN	10	13	11	H935	came
DAN	10	13	12	H5826	help
DAN	10	13	13	H3498	remained
DAN	10	13	14	H681	with
DAN	10	13	15	H4428	kings
DAN	10	13	16	H6539	Persia
DAN	10	14	0	H935	come
DAN	10	14	1	H995	understand
DAN	10	14	2	H7136	befall
DAN	10	14	3	H5971	people
DAN	10	14	4	H319	latter
DAN	10	14	5	H3117	days
DAN	10	14	6	H2377	vision
DAN	10	14	7	H3117	days
DAN	10	15	0	H1696	spoken
DAN	10	15	1	H1697	words
DAN	10	15	2	H5414	set
DAN	10	15	3	H6440	face
DAN	10	15	4	H776	ground
DAN	10	15	5	H481	dumb
DAN	10	16	0	H1823	similitude
DAN	10	16	1	H1121	sons
DAN	10	16	2	H120	men
DAN	10	16	3	H5060	touched
DAN	10	16	4	H8193	lips
DAN	10	16	5	H6605	opened
DAN	10	16	6	H6310	mouth
DAN	10	16	7	H1696	spake
DAN	10	16	8	H559	said
DAN	10	16	9	H5975	stood
DAN	10	16	10	H113	lord
DAN	10	16	11	H4759	vision
DAN	10	16	12	H6735	sorrows
DAN	10	16	13	H2015	turned
DAN	10	16	14	H6113	retained
DAN	10	16	15	H3581	strength
DAN	10	17	0	H1963	how
DAN	10	17	1	H3201	can
DAN	10	17	2	H5650	servant
DAN	10	17	3	H113	lord
DAN	10	17	4	H1696	talk
DAN	10	17	5	H113	lord
DAN	10	17	6	H6258	straightway
DAN	10	17	7	H5975	remained
DAN	10	17	8	H3581	strength
DAN	10	17	9	H5397	breath
DAN	10	17	10	H7604	left
DAN	10	18	0	H3254	again
DAN	10	18	1	H5060	touched
DAN	10	18	2	H4758	appearance
DAN	10	18	3	H120	man
DAN	10	18	4	H2388	strengthened
DAN	10	19	0	H559	said
DAN	10	19	1	H376	man
DAN	10	19	2	H2532	beloved
DAN	10	19	3	H3372	fear
DAN	10	19	4	H7965	peace
DAN	10	19	5	H2388	strong strong
DAN	10	19	6	H1696	spoken
DAN	10	19	7	H2388	strengthened
DAN	10	19	8	H559	said
DAN	10	19	9	H113	lord
DAN	10	19	10	H1696	speak
DAN	10	19	11	H2388	strengthened
DAN	10	20	0	H559	said
DAN	10	20	1	H3045	Knowest
DAN	10	20	2	H935	come
DAN	10	20	3	H7725	return
DAN	10	20	4	H3898	fight
DAN	10	20	5	H8269	prince
DAN	10	20	6	H6539	Persia
DAN	10	20	7	H3318	forth
DAN	10	20	8	H8269	prince
DAN	10	20	9	H3120	Grecia
DAN	10	20	10	H935	come
DAN	10	21	0	H61	But
DAN	10	21	1	H5046	shew
DAN	10	21	2	H7559	noted
DAN	10	21	3	H3791	scripture
DAN	10	21	4	H571	truth
DAN	10	21	5	H259	none
DAN	10	21	6	H2388	holdeth
DAN	10	21	7	H4317	Michael
DAN	10	21	8	H8269	prince
DAN	11	1	0	H259	first
DAN	11	1	1	H8141	year
DAN	11	1	2	H1867	Darius
DAN	11	1	3	H4075	Mede
DAN	11	1	4	H5977	stood
DAN	11	1	5	H2388	confirm
DAN	11	1	6	H4581	strengthen
DAN	11	2	0	H5046	shew
DAN	11	2	1	H571	truth
DAN	11	2	2	H5975	up
DAN	11	2	3	H7969	three
DAN	11	2	4	H4428	kings
DAN	11	2	5	H6539	Persia
DAN	11	2	6	H7243	fourth
DAN	11	2	7	H6239	far
DAN	11	2	8	H6238	richer
DAN	11	2	9	H1419	all
DAN	11	2	10	H2393	strength
DAN	11	2	11	H6239	riches
DAN	11	2	12	H5782	up
DAN	11	2	13	H4438	realm
DAN	11	2	14	H3120	Grecia
DAN	11	3	0	H1368	mighty
DAN	11	3	1	H4428	king
DAN	11	3	2	H5975	up
DAN	11	3	3	H4910	rule
DAN	11	3	4	H7227	great
DAN	11	3	5	H4474	dominion
DAN	11	3	6	H6213	do
DAN	11	3	7	H7522	will
DAN	11	4	0	H5975	up
DAN	11	4	1	H4438	kingdom
DAN	11	4	2	H7665	broken
DAN	11	4	3	H2673	divided
DAN	11	4	4	H702	four
DAN	11	4	5	H7307	winds
DAN	11	4	6	H8064	heaven
DAN	11	4	7	H319	posterity
DAN	11	4	8	H4915	dominion
DAN	11	4	9	H4910	ruled
DAN	11	4	10	H4438	kingdom
DAN	11	4	11	H5428	up
DAN	11	4	12	H312	others
DAN	11	5	0	H4428	king
DAN	11	5	1	H5045	south
DAN	11	5	2	H2388	strong
DAN	11	5	3	H8269	princes
DAN	11	5	4	H2388	strong
DAN	11	5	5	H4910	dominion
DAN	11	5	6	H4475	dominion
DAN	11	5	7	H7227	great
DAN	11	5	8	H4474	dominion
DAN	11	6	0	H7093	end
DAN	11	6	1	H8141	years
DAN	11	6	2	H2266	together
DAN	11	6	3	H4428	king’s
DAN	11	6	4	H1323	daughter
DAN	11	6	5	H5045	south
DAN	11	6	6	H935	come
DAN	11	6	7	H4428	king
DAN	11	6	8	H6828	north
DAN	11	6	9	H6213	make
DAN	11	6	10	H4339	agreement
DAN	11	6	11	H6113	retain
DAN	11	6	12	H3581	power
DAN	11	6	13	H2220	arm
DAN	11	6	14	H5975	stand
DAN	11	6	15	H2220	arm
DAN	11	6	16	H5414	up
DAN	11	6	17	H935	brought
DAN	11	6	18	H3205	begat
DAN	11	6	19	H2388	strengthened
DAN	11	6	20	H6256	times
DAN	11	7	0	H5342	branch
DAN	11	7	1	H8328	roots
DAN	11	7	2	H5975	up
DAN	11	7	3	H3653	estate
DAN	11	7	4	H935	come
DAN	11	7	5	H2428	army
DAN	11	7	6	H935	enter
DAN	11	7	7	H4581	fortress
DAN	11	7	8	H4428	king
DAN	11	7	9	H6828	north
DAN	11	7	10	H6213	deal
DAN	11	7	11	H2388	prevail
DAN	11	8	0	H935	carry
DAN	11	8	1	H7628	captives
DAN	11	8	2	H4714	Egypt
DAN	11	8	3	H430	gods
DAN	11	8	4	H5257	princes
DAN	11	8	5	H2532	precious
DAN	11	8	6	H3627	vessels
DAN	11	8	7	H3701	silver
DAN	11	8	8	H2091	gold
DAN	11	8	9	H5975	continue
DAN	11	8	10	H8141	years
DAN	11	8	11	H4428	king
DAN	11	8	12	H6828	north
DAN	11	9	0	H4428	king
DAN	11	9	1	H5045	south
DAN	11	9	2	H935	come
DAN	11	9	3	H4438	kingdom
DAN	11	9	4	H7725	return
DAN	11	9	5	H127	land
DAN	11	10	0	H1121	sons
DAN	11	10	1	H1624	up
DAN	11	10	2	H622	assemble
DAN	11	10	3	H1995	multitude
DAN	11	10	4	H7227	great
DAN	11	10	5	H2428	forces
DAN	11	10	6	H935	certainly come
DAN	11	10	7	H7857	overflow
DAN	11	10	8	H5674	through
DAN	11	10	9	H7725	return
DAN	11	10	10	H1624	up
DAN	11	10	11	H4581	fortress
DAN	11	11	0	H4428	king
DAN	11	11	1	H5045	south
DAN	11	11	2	H4843	choler
DAN	11	11	3	H3318	forth
DAN	11	11	4	H3898	fight
DAN	11	11	5	H4428	king
DAN	11	11	6	H6828	north
DAN	11	11	7	H5975	forth
DAN	11	11	8	H7227	great
DAN	11	11	9	H1995	multitude multitude
DAN	11	11	10	H5414	given
DAN	11	11	11	H3027	hand
DAN	11	12	0	H5375	away
DAN	11	12	1	H1995	multitude
DAN	11	12	2	H3824	heart
DAN	11	12	3	H7311	up
DAN	11	12	4	H5307	down
DAN	11	12	5	H7239	thousands
DAN	11	12	6	H5810	strengthened
DAN	11	13	0	H4428	king
DAN	11	13	1	H6828	north
DAN	11	13	2	H7725	return
DAN	11	13	3	H5975	forth
DAN	11	13	4	H1995	multitude
DAN	11	13	5	H7227	greater
DAN	11	13	6	H7223	former
DAN	11	13	7	H935	certainly come
DAN	11	13	8	H7093	after
DAN	11	13	9	H6256	certain
DAN	11	13	10	H8141	years
DAN	11	13	11	H1419	great
DAN	11	13	12	H2428	army
DAN	11	13	13	H7227	much
DAN	11	13	14	H7399	riches
DAN	11	14	0	H6256	times
DAN	11	14	1	H7227	many
DAN	11	14	2	H5975	up
DAN	11	14	3	H4428	king
DAN	11	14	4	H5045	south
DAN	11	14	5	H1121	robbers
DAN	11	14	6	H5971	people
DAN	11	14	7	H5375	exalt
DAN	11	14	8	H5975	establish
DAN	11	14	9	H2377	vision
DAN	11	14	10	H3782	fall
DAN	11	15	0	H4428	king
DAN	11	15	1	H6828	north
DAN	11	15	2	H935	come
DAN	11	15	3	H8210	up
DAN	11	15	4	H5550	mount
DAN	11	15	5	H3920	take
DAN	11	15	6	H4013	fenced
DAN	11	15	7	H5892	cities
DAN	11	15	8	H2220	arms
DAN	11	15	9	H5045	south
DAN	11	15	10	H5975	withstand
DAN	11	15	11	H4005	chosen
DAN	11	15	12	H5971	people
DAN	11	15	13	H3581	strength
DAN	11	15	14	H5975	withstand
DAN	11	16	0	H935	cometh
DAN	11	16	1	H6213	do
DAN	11	16	2	H7522	will
DAN	11	16	3	H5975	stand
DAN	11	16	4	H6440	before
DAN	11	16	5	H5975	stand
DAN	11	16	6	H6643	glorious
DAN	11	16	7	H776	land
DAN	11	16	8	H3027	hand
DAN	11	16	9	H3617	consumed
DAN	11	17	0	H7760	set
DAN	11	17	1	H6440	face
DAN	11	17	2	H935	enter
DAN	11	17	3	H8633	strength
DAN	11	17	4	H4438	kingdom
DAN	11	17	5	H3477	ones
DAN	11	17	6	H6213	do
DAN	11	17	7	H5414	give
DAN	11	17	8	H1323	daughter
DAN	11	17	9	H802	women
DAN	11	17	10	H7843	corrupting
DAN	11	17	11	H5975	stand
DAN	11	18	0	H7760	turn
DAN	11	18	1	H6440	face
DAN	11	18	2	H339	isles
DAN	11	18	3	H3920	take
DAN	11	18	4	H7227	many
DAN	11	18	5	H7101	prince
DAN	11	18	6	H2781	reproach
DAN	11	18	7	H7673	cease
DAN	11	18	8	H1115	without
DAN	11	18	9	H2781	reproach
DAN	11	18	10	H7725	turn
DAN	11	19	0	H7725	turn
DAN	11	19	1	H6440	face
DAN	11	19	2	H4581	fort
DAN	11	19	3	H776	land
DAN	11	19	4	H3782	stumble
DAN	11	19	5	H5307	fall
DAN	11	19	6	H4672	found
DAN	11	20	0	H5975	up
DAN	11	20	1	H3653	estate
DAN	11	20	2	H5674	raiser
DAN	11	20	3	H5065	taxes
DAN	11	20	4	H1925	glory
DAN	11	20	5	H4438	kingdom
DAN	11	20	6	H259	few
DAN	11	20	7	H3117	days
DAN	11	20	8	H7665	destroyed
DAN	11	20	9	H639	anger
DAN	11	20	10	H4421	battle
DAN	11	21	0	H3653	estate
DAN	11	21	1	H5975	up
DAN	11	21	2	H959	person
DAN	11	21	3	H5414	give
DAN	11	21	4	H1935	honour
DAN	11	21	5	H4438	kingdom
DAN	11	21	6	H935	come
DAN	11	21	7	H7962	peaceably
DAN	11	21	8	H2388	obtain
DAN	11	21	9	H4438	kingdom
DAN	11	21	10	H2519	flatteries
DAN	11	22	0	H2220	arms
DAN	11	22	1	H7858	flood
DAN	11	22	2	H7857	overflown
DAN	11	22	3	H6440	before
DAN	11	22	4	H7665	broken
DAN	11	22	5	H5057	prince
DAN	11	22	6	H1285	covenant
DAN	11	23	0	H2266	league
DAN	11	23	1	H6213	work
DAN	11	23	2	H4820	deceitfully
DAN	11	23	3	H5927	up
DAN	11	23	4	H6105	strong
DAN	11	23	5	H4592	small
DAN	11	23	6	H1471	people
DAN	11	24	0	H935	enter
DAN	11	24	1	H7962	peaceably
DAN	11	24	2	H4924	places
DAN	11	24	3	H4082	province
DAN	11	24	4	H6213	do
DAN	11	24	5	H1	fathers
DAN	11	24	6	H6213	done
DAN	11	24	7	H1	fathers’ fathers
DAN	11	24	8	H967	scatter
DAN	11	24	9	H961	prey
DAN	11	24	10	H7998	spoil
DAN	11	24	11	H7399	riches
DAN	11	24	12	H2803	forecast
DAN	11	24	13	H4284	devices
DAN	11	24	14	H4013	holds
DAN	11	24	15	H6256	time
DAN	11	25	0	H5782	up
DAN	11	25	1	H3581	power
DAN	11	25	2	H3824	courage
DAN	11	25	3	H4428	king
DAN	11	25	4	H5045	south
DAN	11	25	5	H1419	great
DAN	11	25	6	H2428	army
DAN	11	25	7	H4428	king
DAN	11	25	8	H5045	south
DAN	11	25	9	H1624	up
DAN	11	25	10	H4421	battle
DAN	11	25	11	H3966	very
DAN	11	25	12	H1419	great
DAN	11	25	13	H6099	mighty
DAN	11	25	14	H2428	army
DAN	11	25	15	H5975	stand
DAN	11	25	16	H2803	forecast
DAN	11	25	17	H4284	devices
DAN	11	26	0	H398	feed
DAN	11	26	1	H6598	meat
DAN	11	26	2	H7665	destroy
DAN	11	26	3	H2428	army
DAN	11	26	4	H7857	overflow
DAN	11	26	5	H7227	many
DAN	11	26	6	H5307	fall
DAN	11	26	7	H2491	slain
DAN	11	27	0	H8147	both
DAN	11	27	1	H4428	kings’
DAN	11	27	2	H3824	hearts
DAN	11	27	3	H4827	mischief
DAN	11	27	4	H1696	speak
DAN	11	27	5	H3577	lies
DAN	11	27	6	H259	one
DAN	11	27	7	H7979	table
DAN	11	27	8	H6743	prosper
DAN	11	27	9	H7093	end
DAN	11	27	10	H4150	appointed
DAN	11	28	0	H7725	return
DAN	11	28	1	H776	land
DAN	11	28	2	H1419	great
DAN	11	28	3	H7399	riches
DAN	11	28	4	H3824	heart
DAN	11	28	5	H6944	holy
DAN	11	28	6	H1285	covenant
DAN	11	28	7	H6213	do
DAN	11	28	8	H7725	return
DAN	11	28	9	H776	land
DAN	11	29	0	H4150	appointed
DAN	11	29	1	H7725	return
DAN	11	29	2	H935	come
DAN	11	29	3	H5045	south
DAN	11	29	4	H7223	former
DAN	11	29	5	H314	latter
DAN	11	30	0	H6716	ships
DAN	11	30	1	H3794	Chittim
DAN	11	30	2	H935	come
DAN	11	30	3	H3512	grieved
DAN	11	30	4	H7725	return
DAN	11	30	5	H2194	indignation
DAN	11	30	6	H6944	holy
DAN	11	30	7	H1285	covenant
DAN	11	30	8	H6213	do
DAN	11	30	9	H7725	return
DAN	11	30	10	H995	intelligence
DAN	11	30	11	H5800	forsake
DAN	11	30	12	H6944	holy
DAN	11	30	13	H1285	covenant
DAN	11	31	0	H2220	arms
DAN	11	31	1	H5975	stand
DAN	11	31	2	H2490	pollute
DAN	11	31	3	H4720	sanctuary
DAN	11	31	4	H4581	strength
DAN	11	31	5	H5493	away
DAN	11	31	6	H8548	daily
DAN	11	31	7	H5414	place
DAN	11	31	8	H8251	abomination
DAN	11	31	9	H8074	desolate
DAN	11	32	0	H7561	wickedly
DAN	11	32	1	H1285	covenant
DAN	11	32	2	H2610	corrupt
DAN	11	32	3	H2514	flatteries
DAN	11	32	4	H5971	people
DAN	11	32	5	H3045	know
DAN	11	32	6	H430	God
DAN	11	32	7	H2388	strong
DAN	11	32	8	H6213	do
DAN	11	33	0	H7919	understand
DAN	11	33	1	H5971	people
DAN	11	33	2	H995	instruct
DAN	11	33	3	H7227	many
DAN	11	33	4	H3782	fall
DAN	11	33	5	H2719	sword
DAN	11	33	6	H3852	flame
DAN	11	33	7	H7628	captivity
DAN	11	33	8	H961	spoil
DAN	11	33	9	H3117	days
DAN	11	34	0	H3782	fall
DAN	11	34	1	H5826	holpen
DAN	11	34	2	H4592	little
DAN	11	34	3	H5828	help
DAN	11	34	4	H7227	many
DAN	11	34	5	H3867	cleave
DAN	11	34	6	H2519	flatteries
DAN	11	35	0	H7919	understanding
DAN	11	35	1	H3782	fall
DAN	11	35	2	H6884	try
DAN	11	35	3	H1305	purge
DAN	11	35	4	H3835	white
DAN	11	35	5	H6256	time
DAN	11	35	6	H7093	end
DAN	11	35	7	H4150	appointed
DAN	11	36	0	H4428	king
DAN	11	36	1	H6213	do
DAN	11	36	2	H7522	will
DAN	11	36	3	H7311	exalt
DAN	11	36	4	H1431	magnify
DAN	11	36	5	H410	god
DAN	11	36	6	H1696	speak
DAN	11	36	7	H6381	things
DAN	11	36	8	H410	God gods
DAN	11	36	9	H6743	prosper
DAN	11	36	10	H2195	indignation
DAN	11	36	11	H3615	accomplished
DAN	11	36	12	H2782	determined
DAN	11	36	13	H6213	done
DAN	11	37	0	H995	regard
DAN	11	37	1	H430	God
DAN	11	37	2	H1	fathers
DAN	11	37	3	H2532	desire
DAN	11	37	4	H802	women
DAN	11	37	5	H995	regard
DAN	11	37	6	H433	god
DAN	11	37	7	H1431	magnify
DAN	11	38	0	H3653	estate
DAN	11	38	1	H3513	honour
DAN	11	38	2	H433	God
DAN	11	38	3	H4581	forces
DAN	11	38	4	H433	god
DAN	11	38	5	H1	fathers
DAN	11	38	6	H3045	knew
DAN	11	38	7	H3513	honour
DAN	11	38	8	H2091	gold
DAN	11	38	9	H3701	silver
DAN	11	38	10	H3368	precious
DAN	11	38	11	H68	stones
DAN	11	38	12	H2532	things
DAN	11	39	0	H6213	do
DAN	11	39	1	H4581	strong
DAN	11	39	2	H4013	holds
DAN	11	39	3	H5236	strange
DAN	11	39	4	H433	god
DAN	11	39	5	H5234	acknowledge
DAN	11	39	6	H7235	increase
DAN	11	39	7	H3519	glory
DAN	11	39	8	H4910	rule
DAN	11	39	9	H7227	many
DAN	11	39	10	H2505	divide
DAN	11	39	11	H127	land
DAN	11	39	12	H4242	gain
DAN	11	40	0	H6256	time
DAN	11	40	1	H7093	end
DAN	11	40	2	H4428	king
DAN	11	40	3	H5045	south
DAN	11	40	4	H5055	push
DAN	11	40	5	H4428	king
DAN	11	40	6	H6828	north
DAN	11	40	7	H8175	whirlwind
DAN	11	40	8	H7393	chariots
DAN	11	40	9	H6571	horsemen
DAN	11	40	10	H7227	many
DAN	11	40	11	H591	ships
DAN	11	40	12	H935	enter
DAN	11	40	13	H776	countries
DAN	11	40	14	H7857	overflow
DAN	11	40	15	H5674	over
DAN	11	41	0	H935	enter
DAN	11	41	1	H6643	glorious
DAN	11	41	2	H776	land
DAN	11	41	3	H7227	many
DAN	11	41	4	H3782	overthrown
DAN	11	41	5	H4422	escape
DAN	11	41	6	H3027	hand
DAN	11	41	7	H123	Edom
DAN	11	41	8	H4124	Moab
DAN	11	41	9	H7225	chief
DAN	11	41	10	H1121	children
DAN	11	41	11	H5983	Ammon
DAN	11	42	0	H7971	forth
DAN	11	42	1	H3027	hand
DAN	11	42	2	H776	countries land
DAN	11	42	3	H4714	Egypt
DAN	11	42	4	H6413	escape
DAN	11	43	0	H4910	power
DAN	11	43	1	H4362	treasures
DAN	11	43	2	H2091	gold
DAN	11	43	3	H3701	silver
DAN	11	43	4	H2532	precious
DAN	11	43	5	H4714	Egypt
DAN	11	43	6	H3864	Libyans
DAN	11	43	7	H3569	Ethiopians
DAN	11	43	8	H4703	steps
DAN	11	44	0	H8052	tidings
DAN	11	44	1	H4217	east
DAN	11	44	2	H6828	north
DAN	11	44	3	H926	trouble
DAN	11	44	4	H3318	forth
DAN	11	44	5	H1419	great
DAN	11	44	6	H2534	fury
DAN	11	44	7	H8045	destroy
DAN	11	44	8	H2763	away
DAN	11	44	9	H7227	many
DAN	11	45	0	H5193	plant
DAN	11	45	1	H168	tabernacles
DAN	11	45	2	H643	palace
DAN	11	45	3	H3220	seas
DAN	11	45	4	H6643	glorious
DAN	11	45	5	H6944	holy
DAN	11	45	6	H2022	mountain
DAN	11	45	7	H935	come
DAN	11	45	8	H7093	end
DAN	11	45	9	H5826	help
DAN	12	1	0	H6256	time
DAN	12	1	1	H4317	Michael
DAN	12	1	2	H5975	up
DAN	12	1	3	H1419	great
DAN	12	1	4	H8269	prince
DAN	12	1	5	H5975	standeth
DAN	12	1	6	H1121	children
DAN	12	1	7	H5971	people
DAN	12	1	8	H1961	be
DAN	12	1	9	H6256	time
DAN	12	1	10	H6869	trouble
DAN	12	1	11	H1471	nation
DAN	12	1	12	H6256	time time
DAN	12	1	13	H5971	people
DAN	12	1	14	H4422	delivered
DAN	12	1	15	H4672	found
DAN	12	1	16	H3789	written
DAN	12	1	17	H5612	book
DAN	12	2	0	H7227	many
DAN	12	2	1	H3463	sleep
DAN	12	2	2	H6083	dust
DAN	12	2	3	H127	earth
DAN	12	2	4	H6974	awake
DAN	12	2	5	H5769	everlasting
DAN	12	2	6	H2416	life
DAN	12	2	7	H2781	shame
DAN	12	2	8	H5769	everlasting
DAN	12	2	9	H1860	contempt
DAN	12	3	0	H7919	wise
DAN	12	3	1	H2094	shine
DAN	12	3	2	H2096	brightness
DAN	12	3	3	H7549	firmament
DAN	12	3	4	H7227	many
DAN	12	3	5	H6663	righteousness
DAN	12	3	6	H3556	stars
DAN	12	3	7	H5769	ever
DAN	12	3	8	H5703	ever
DAN	12	4	0	H1840	Daniel
DAN	12	4	1	H5640	up
DAN	12	4	2	H1697	words
DAN	12	4	3	H2856	seal
DAN	12	4	4	H5612	book
DAN	12	4	5	H6256	time
DAN	12	4	6	H7093	end
DAN	12	4	7	H7227	many
DAN	12	4	8	H7751	fro
DAN	12	4	9	H1847	knowledge
DAN	12	4	10	H7235	increased
DAN	12	5	0	H1840	Daniel
DAN	12	5	1	H7200	looked
DAN	12	5	2	H5975	stood
DAN	12	5	3	H312	other
DAN	12	5	4	H8147	two
DAN	12	5	5	H259	one
DAN	12	5	6	H2008	side
DAN	12	5	7	H8193	bank
DAN	12	5	8	H2975	river
DAN	12	5	9	H259	other
DAN	12	5	10	H8193	bank
DAN	12	5	11	H2975	river
DAN	12	6	0	H559	said
DAN	12	6	1	H376	man
DAN	12	6	2	H3847	clothed
DAN	12	6	3	H906	linen
DAN	12	6	4	H4605	upon
DAN	12	6	5	H4325	waters
DAN	12	6	6	H2975	river
DAN	12	6	7	H7093	end
DAN	12	6	8	H6382	wonders
DAN	12	7	0	H8085	heard
